Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL5180972,,None,667.76,2,6.76,G2,COc1ccc(CCc2c(-c3ccc(OC)cc3)nc(NC(=O)c3ccc(OCc4cc(OC)c(OC)c(OC)c4)c(OC)c3)n2C)cc1,Inhibition,'=',25,%,,,,UO_0000187,,,,,0,CHEMBL5117067,Inhibition of human PARP1 using chemiluminescent HRP substrate at 20 uM measured after 3 hrs by highly sensitive fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113454,1,Scientific Literature,Bioorg Med Chem,2022,None,Dose = 20.0 microM | TIME = 3.0 hr,
CHEMBL4065625,,None,403.29,1,5.32,5e,O=C1NC(=O)/C(=C/c2cn(Cc3ccc(Cl)cc3Cl)c3ccccc23)S1,IC50,'=',7810,nM,5.11,,,UO_0000065,12.66,0.27,-0.21,9.99,0,CHEMBL4030175,Inhibition of PARP1 (unknown origin) using activated DNA as substrate measured after 60 mins in presence of biotinylated NAD by colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4028835,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,
CHEMBL84886,,None,325.41,0,2.31,24a,O=C(CN1CCCCC1)N1CCc2c(nc(O)c3ccccc23)C1,IC50,'=',162,nM,6.79,,,UO_0000065,20.87,0.39,4.48,11.98,0,CHEMBL761609,Inhibition of human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136129,1,Scientific Literature,Bioorg Med Chem Lett,2003,None,,
CHEMBL4870960,,None,467.5,0,3.97,II-2,Cc1ccc2nc3n(c2c1)CCN(C(=O)c1cc(Cc2n[nH]c(=O)c4ccccc24)ccc1F)C3,IC50,'=',0.47,nM,9.33,,,UO_0000065,19.95,0.36,5.36,11.12,0,CHEMBL4823042,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4819147,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4878133,,None,467.55,0,4.91,I-7,O=c1[nH]nc(Cc2ccc(F)c(CN3CCC(c4nc5ccccc5[nH]4)CC3)c2)c2ccccc12,Inhibition,'=',47,%,,,,UO_0000187,,,,,0,CHEMBL4823043,Inhibition of PARP1 (unknown origin) at 10 nM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4819147,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,Dose = 10.0 nM,INHIBITOR
CHEMBL4085866,,None,405.43,0,1.93,14a,CC(C)(C)OC(=O)NC1CCN(C(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1,IC50,'=',80,nM,7.1,,,UO_0000065,17.5,0.33,5.17,5.44,0,CHEMBL4029615,Inhibition of recombinant human PARP1 expressed in Escherichia coli BL21(DE3) using histone as substrate measured after 1 hr in presence of biotinylated NAD+ by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4028811,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL5083406,,None,568.68,2,5.15,III-13,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4nc5c(C(N)=O)cccc5[nH]4)cc3OC(C)C)nc2N1C1CCCC1,IC50,'=',2052,nM,5.69,,,UO_0000065,10,0.18,0.54,4,0,CHEMBL5055122,Inhibition of PARP1 (unknown origin) incubated for 45 mins in presence of biotinylated-NAD+ by microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5053549,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.75 hr,INHIBITOR
CHEMBL5084388,,None,554.66,1,4.4,III-16,CC[C@@H]1C(=O)N(C)c2cnc(N(C)c3ccc(-c4nc5c(C(N)=O)cccc5[nH]4)cc3OC)nc2N1C1CCCC1,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL5055153,Inhibition of PARP1 expression in human SW1990 cells at 1 uM after 4 days by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SW1990,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5053549,1,Scientific Literature,J Med Chem,2021,None,Dose = 1.0 microM | TIME = 96.0 hr,INHIBITOR
CHEMBL4280264,,None,332.82,0,2.69,12,NC(=O)c1cc(Cl)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,IC50,'=',51,nM,7.29,,,UO_0000065,21.91,0.45,4.6,8.7,0,CHEMBL4254940,Inhibition of recombinant human PARP1 using histone as substrate after 1 hr in presence of NAD+ by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4251650,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL521686,OLAPARIB,4,434.47,0,2.35,Olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,IC50,'=',0.6,nM,9.22,,,UO_0000065,21.23,0.39,6.87,10.68,1,CHEMBL5055122,Inhibition of PARP1 (unknown origin) incubated for 45 mins in presence of biotinylated-NAD+ by microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5053549,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.75 hr,INHIBITOR
CHEMBL4089840,,None,279.3,0,2.79,1; UPF1069,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,IC50,'=',145,nM,6.84,,,UO_0000065,24.48,0.44,4.05,11.56,0,CHEMBL3995357,Inhibition of full length recombinant human His6-tagged PARP1 expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994596,1,Scientific Literature,J Med Chem,2017,None,,
CHEMBL4161687,,None,412.44,0,2.57,21,CCN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,IC50,'=',1.4,nM,8.85,,,UO_0000065,21.47,0.4,6.28,12.78,0,CHEMBL4131013,Inhibition of PARP1 (unknown origin) by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130350,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4169021,,None,541.36,1,3.31,50,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ncc(Br)cn2)CC1,IC50,'=',174.9,nM,6.76,,,UO_0000065,12.48,0.26,3.45,7.11,0,CHEMBL4131013,Inhibition of PARP1 (unknown origin) by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130350,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL521686,OLAPARIB,4,434.47,0,2.35,2; AZD-2281,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL4131019,Inhibition of PARP1 in BRCA2 deficient human Capan1 cells assessed as increase in PARP1-DNA trapping at 0.1 uM after 4 hrs by Western blot analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130350,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4166896,,None,433.53,0,4.84,17a,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CCCCC2)CC1,IC50,'=',57.1,nM,7.24,,,UO_0000065,16.71,0.31,2.4,10.96,0,CHEMBL4145211,Binding affinity to PARP1 in human OVCAR8 cells assessed as reduction in [125I]-KX1 binding by gamma counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138313,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL4160981,,None,406.46,0,2.62,13c,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC12CCNCC2,IC50,'=',109.5,nM,6.96,,,UO_0000065,17.12,0.32,4.34,8.91,0,CHEMBL4145211,Binding affinity to PARP1 in human OVCAR8 cells assessed as reduction in [125I]-KX1 binding by gamma counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138313,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL4173393,,None,446.48,0,2.35,10e,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CC2(C1)CN(C(=O)C1CC1)C2,IC50,'=',12.6,nM,7.9,,,UO_0000065,17.69,0.33,5.55,9.15,0,CHEMBL4145211,Binding affinity to PARP1 in human OVCAR8 cells assessed as reduction in [125I]-KX1 binding by gamma counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138313,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL4779263,,None,369.86,0,2.16,9f,NC(=O)c1cc(Cl)c2ccc(-c3ccc(CN4CCNCC4)cc3)nn12,IC50,'=',626.68,nM,6.2,,,UO_0000065,16.77,0.33,4.04,8.2,0,CHEMBL4678140,Inhibition of PARP-1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673325,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4750148,,None,398.85,0,2.61,12a,COC1CCN(C(=O)c2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2)C1,IC50,'=',361.84,nM,6.44,,,UO_0000065,16.15,0.31,3.83,7.16,0,CHEMBL4678140,Inhibition of PARP-1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673325,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL3908092,,None,258.26,0,1.2,97,CN1CC2=NNC(=O)c3cc(F)cc4[nH]c(c2c34)C1,IC50,'=',5.7,nM,8.24,,,UO_0000065,31.92,0.59,7.04,13.63,0,CHEMBL4678541,Inhibition of human PARP-1 catalytic domain (662 to 1011 residues) expressed in Escherichia coli BL21(DE3) cells pre-incubated for 30 mins before addition of activated DNA and NAD by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673340,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.5 hr,INHIBITOR
CHEMBL3976904,,None,476.62,1,5.76,62,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN(Cc2ccccc2)Cc2ccccc2)C1,IC50,'=',510,nM,6.29,,,UO_0000065,13.2,0.24,0.53,12.68,0,CHEMBL4678541,Inhibition of human PARP-1 catalytic domain (662 to 1011 residues) expressed in Escherichia coli BL21(DE3) cells pre-incubated for 30 mins before addition of activated DNA and NAD by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673340,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.5 hr,INHIBITOR
CHEMBL3900548,,None,319.34,0,3.48,42,O=C1NN=C2CC(c3ccccc3)Cc3[nH]c4cc(F)cc1c4c32,IC50,'=',5.8,nM,8.24,,,UO_0000065,25.79,0.47,4.76,14.39,0,CHEMBL4678541,Inhibition of human PARP-1 catalytic domain (662 to 1011 residues) expressed in Escherichia coli BL21(DE3) cells pre-incubated for 30 mins before addition of activated DNA and NAD by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673340,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.5 hr,INHIBITOR
CHEMBL3929705,,None,243.24,0,2.09,34,O=C1NN=C2CCCc3[nH]c4cc(F)cc1c4c32,IC50,'=',6,nM,8.22,,,UO_0000065,33.8,0.62,6.13,14.36,0,CHEMBL4678541,Inhibition of human PARP-1 catalytic domain (662 to 1011 residues) expressed in Escherichia coli BL21(DE3) cells pre-incubated for 30 mins before addition of activated DNA and NAD by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673340,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.5 hr,INHIBITOR
CHEMBL3895107,,None,514.5,1,3.96,BDBM191989,O=C(c1cc(Oc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CCC(F)(F)CC2)CC1,IC50,'=',13,nM,7.89,,343738,UO_0000065,15.33,0.29,3.93,8.25,0,CHEMBL3887586,In Vitro Screening Assay: PARP-1 can catalyze the NAD-dependent addition of poly (ADP-ribose) to adjacent nuclear proteins such as histone. The activity of PARP was determined by detecting biotin coupled ADP-ribose that attaches to histone using chemiluminescence method with HT Universal Chemiluminescent PARP Assay Kit With Histone-coated Strip Wells purchased from TREVIGEN. The positive control compound was AZD-2281 purchased from SelleckChem.Method: The kit is based on ELISA. X ul sample/well,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL251030,,None,397.88,0,4.44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL473036,,None,526.51,3,-1.22,21,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COCNC(=O)CCC(=O)Nc2cccc3c2CNC3=O)[C@@H](O)[C@H]1O,IC50,'=',100,nM,7,,,UO_0000065,13.3,0.25,8.22,3.24,0,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL194482,,None,394.52,1,5.4,18,O=c1[nH]c2ccc(CCCN3CC=C(c4ccccc4)CC3)cc2c2ccccc12,IC50,'=',119,nM,6.92,,,UO_0000065,17.55,0.32,1.52,19.18,0,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL322268,,None,439.52,0,0.27,16,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ccccc2)CC1,IC50,'=',200,nM,6.7,,,UO_0000065,15.24,0.29,6.43,6.23,0,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL480039,,None,451.51,0,1.17,15,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2ccnnc2)cc1,IC50,'=',25,nM,7.6,,,UO_0000065,16.84,0.32,6.43,5.99,0,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL521428,,None,317.27,0,3.41,12,NC(=O)c1cccc2ncc(-c3ccc(C(F)(F)F)cc3)nc12,IC50,'=',118,nM,6.93,,,UO_0000065,21.84,0.41,3.52,10.06,0,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL1652715,,None,303.34,0,2.91,13b,O=C(O)c1ccc2c(c1)nc(OCCCO)c1ccsc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL1663324,Inhibition of PARP1 by chemiluminescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1649412,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1652714,,None,303.34,0,2.3,13a,O=C(O)c1ccc2c3sccc3c(=O)n(CCCO)c2c1,Inhibition,'=',21,%,,,,UO_0000187,,,,,0,CHEMBL1663325,Inhibition of PARP1 at 1 uM by chemiluminescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1649412,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1652716,,None,302.36,0,2.94,17a,O=C(O)c1ccc2c(c1)nc(NCCCO)c1ccsc12,Inhibition,'=',12,%,,,,UO_0000187,,,,,0,CHEMBL1663325,Inhibition of PARP1 at 1 uM by chemiluminescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1649412,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL4868231,,None,583.61,2,1.9,23c,NC(=O)c1cccc2cc(C(=O)N3CCN(Cc4cc5nc(-c6cnc(N)nc6)nc(N6CCOCC6)c5o4)CC3)oc12,IC50,'=',2.97,nM,8.53,,,UO_0000065,14.61,0.27,6.63,4.66,0,CHEMBL4817098,Inhibition of PARP1 (unknown origin) using biotin-NAD+ as substrate incubated for 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4813994,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR
CHEMBL4859625,,None,629.72,1,4.03,23g,Cc1c(CN2CCN(C(=O)c3cc4cccc(C(N)=O)c4o3)CC2)sc2c(N3CCOCC3)nc(-c3ccc(N)c(F)c3)nc12,IC50,'=',9.18,nM,8.04,,,UO_0000065,12.76,0.24,4.01,5.58,0,CHEMBL4817098,Inhibition of PARP1 (unknown origin) using biotin-NAD+ as substrate incubated for 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4813994,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR
CHEMBL4570886,,None,362.44,0,1.59,11c,CN1CCN(c2ccc(-c3nc4cncc5c4n3CCNC5=O)cc2)CC1,IC50,'=',139,nM,6.86,,,UO_0000065,18.92,0.35,5.27,10.34,0,CHEMBL4432790,Inhibition of PARP-1 (unknown origin) after 1 hr in presence of NAD+/biotinylated NAD+/slDNA by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431370,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL4515565,,None,361.45,0,2.55,9f,O=C1NCCn2c(C3CCN(Cc4ccccc4)CC3)nc3cncc1c32,IC50,'=',103,nM,6.99,,,UO_0000065,19.33,0.35,4.44,11.08,0,CHEMBL4432790,Inhibition of PARP-1 (unknown origin) after 1 hr in presence of NAD+/biotinylated NAD+/slDNA by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431370,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL506871,VELIPARIB,3,244.3,0,1.26,Veliparib,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,IC50,'=',4.73,nM,8.32,,,UO_0000065,34.08,0.63,7.07,9.93,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,
CHEMBL3617778,,None,362.43,0,3.11,11,CCCCNCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1,IC50,'=',35.44,nM,7.45,,,UO_0000065,20.56,0.38,4.34,8.66,0,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3616447,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3617777,,None,348.41,0,2.72,10,CC(C)NCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1,IC50,'=',465.4,nM,6.33,,,UO_0000065,18.17,0.33,3.61,7.36,0,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3616447,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL4633637,,None,458.5,0,3.94,1; OM-1700,CCOc1ccc(-c2nnc([C@H]3C[C@H](NC(=O)c4ccccn4)C3)n2-c2ccccc2F)nc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5030391,Inhibition of PARP1 (unknown origin) incubated for 30 mins in presence of NAD,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5029189,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,
CHEMBL5090849,,None,509.55,1,4.49,24; OM-153,CCOc1ccc(-c2nnc([C@H]3C[C@H](NC(=O)c4cccc5nccnc45)C3)n2-c2ccccc2F)nc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5030391,Inhibition of PARP1 (unknown origin) incubated for 30 mins in presence of NAD,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5029189,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,
CHEMBL488053,,None,258.32,0,1.52,11,NC(=O)c1cccc2[nH]c(C3CCCNCC3)nc12,Ki,'=',5,nM,8.3,,,UO_0000065,32.13,0.6,6.78,9.91,1,CHEMBL992765,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
CHEMBL527654,,None,216.24,0,0.35,4,NC(=O)c1cccc2[nH]c(C3CNC3)nc12,Ki,'=',6,nM,8.22,,,UO_0000065,38.02,0.7,7.87,9.81,1,CHEMBL992765,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
CHEMBL488664,,None,244.3,0,1.48,8b,NC(=O)c1cccc2[nH]c([C@@H]3CCCCN3)nc12,EC50,'=',14,nM,7.85,,,UO_0000065,32.15,0.6,6.37,9.37,0,CHEMBL992766,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
CHEMBL488497,,None,244.3,0,1.48,8a,NC(=O)c1cccc2[nH]c([C@H]3CCCCN3)nc12,EC50,'=',29,nM,7.54,,,UO_0000065,30.85,0.57,6.06,8.99,0,CHEMBL992766,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
CHEMBL488831,,None,230.27,0,1.09,6,NC(=O)c1cccc2[nH]c([C@@H]3CCCN3)nc12,EC50,'=',16,nM,7.8,,,UO_0000065,33.86,0.63,6.71,9.3,1,CHEMBL992766,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
